pitch,velocity,start,end
76,48,118080,119040
55,50,73200,73440
57,52,73440,73680
59,55,73680,73920
60,60,73920,74280
62,57,74280,74340
60,57,74340,74400
59,57,74400,74620
64,60,74640,74880
57,56,74880,75100
62,60,75120,75480
64,58,75480,75600
62,57,75600,75720
60,56,75720,75840
59,55,75840,76060
60,60,76080,76560
58,58,76560,76800
57,56,76800,77020
62,60,77040,77280
55,56,77280,77500
60,60,77520,77760
57,55,77880,78000
59,56,78000,78120
60,58,78120,78240
62,59,78240,78720
55,60,78720,79200
55,53,79440,79680
57,54,79680,79920
59,55,79920,80160
60,60,80160,80520
62,58,80520,80580
60,58,80580,80640
59,58,80640,80860
64,60,80880,81120
57,56,81120,81340
62,60,81360,81720
64,57,81720,81840
62,56,81840,81960
60,56,81960,82080
59,55,82080,82320
64,60,82320,83040
62,60,83040,83520
59,58,83640,83760
60,60,83760,83880
57,57,83880,83970
64,58,84000,84120
62,58,84120,84240
60,57,84240,84360
59,57,84360,84480
60,60,84480,84570
57,54,84600,84720
59,56,84720,84840
60,58,84840,84960
62,60,84960,85080
60,59,85080,85200
59,58,85200,85320
57,57,85320,85440
55,56,85440,85920
52,52,88560,88800
54,54,88800,89040
56,56,89040,89280
57,60,89280,89640
59,57,89640,89700
57,57,89700,89760
56,57,89760,89980
60,60,90000,90240
54,56,90240,90460
59,60,90480,90840
60,60,90840,90960
59,59,90960,91080
57,57,91080,91200
56,56,91200,91420
57,59,91440,91920
56,57,91920,92160
57,60,92160,92640
55,52,92880,93120
57,54,93120,93360
59,56,93360,93600
60,60,93600,93960
62,57,93960,94020
60,57,94020,94080
59,57,94080,94300
64,60,94320,94560
57,55,94560,94780
62,60,94800,95280
55,57,95280,95520
62,60,95520,96000
60,57,96000,96220
57,57,96240,96480
64,60,96480,96960
62,57,96960,97200
57,51,98160,98400
59,53,98400,98640
61,55,98640,98880
62,60,98880,99240
64,58,99240,99300
62,58,99300,99360
60,58,99360,99580
65,60,99600,99840
59,54,99840,100060
64,60,100080,100440
65,61,100440,100560
64,59,100560,100680
62,58,100680,100800
61,56,100800,101040
57,53,102000,102240
59,54,102240,102480
61,55,102480,102720
62,60,102720,103080
64,57,103080,103140
62,57,103140,103200
60,57,103200,103420
66,60,103440,103680
59,54,103680,103900
64,60,103920,104280
66,63,104280,104400
64,63,104400,104520
62,62,104520,104640
60,60,104640,105720
62,60,105720,105840
60,59,105840,105960
59,58,105960,106080
57,57,106080,106200
55,56,106200,106320
57,58,106320,106410
54,54,106440,106560
55,54,106560,106780
59,57,106800,107040
60,60,107040,107280
62,63,107280,107520
64,66,107520,107880
65,60,107880,107940
64,60,107940,108000
62,60,108000,108220
67,65,108240,108480
60,58,108480,108700
65,66,108720,109080
67,62,109080,109200
65,60,109200,109320
64,58,109320,109440
62,57,109440,109920
64,60,109920,110160
62,60,110160,110640
55,58,110640,110880
55,61,110880,111580
48,51,111600,111840
50,53,111840,112080
52,55,112080,112320
53,60,112320,112680
