pitch,velocity,start,end
50,55,32256,32384
66,65,32320,32384
67,64,32384,32448
68,67,32448,32512
69,62,32512,32576
57,52,32512,32640
55,52,32512,32640
52,52,32512,32640
49,52,32512,32640
70,64,32576,32640
69,59,32640,32704
68,56,32704,32755
69,64,32768,32832
57,62,32768,32896
53,62,32768,32896
50,62,32768,32896
68,56,32832,32896
67,61,32896,32960
66,56,32960,33024
67,62,33024,33088
58,57,33024,33152
55,57,33024,33152
50,57,33024,33152
66,57,33088,33152
65,56,33152,33216
64,60,33216,33280
65,64,33280,33344
57,55,33280,33408
53,55,33280,33408
50,55,33280,33408
66,60,33344,33408
67,65,33408,33472
68,61,33472,33536
69,64,33536,33600
61,57,33536,33664
57,57,33536,33664
55,57,33536,33664
52,57,33536,33664
71,65,33600,33664
72,63,33664,33728
73,64,33728,33779
74,64,33792,33856
60,55,33792,33920
54,55,33792,33920
50,55,33792,33920
73,61,33856,33920
72,57,33920,33984
71,59,33984,34048
70,55,34048,34112
58,50,34048,34176
55,50,34048,34176
50,50,34048,34176
75,74,34112,34176
74,59,34176,34240
73,55,34240,34304
74,66,34304,34368
62,54,34304,34432
58,54,34304,34432
55,54,34304,34432
73,59,34368,34432
72,53,34432,34496
71,59,34496,34560
70,56,34560,34624
64,50,34560,34688
60,50,34560,34688
55,50,34560,34688
71,60,34624,34688
72,61,34688,34752
73,66,34752,34803
74,64,34816,34880
62,55,34816,34944
58,55,34816,34944
55,55,34816,34944
73,56,34880,34944
72,54,34944,35008
71,58,35008,35072
70,54,35072,35136
75,69,35136,35200
74,62,35200,35264
73,55,35264,35328
74,63,35328,35392
62,54,35328,35456
58,54,35328,35456
55,54,35328,35456
73,55,35392,35456
72,56,35456,35520
71,55,35520,35584
70,56,35584,35648
64,51,35584,35712
60,51,35584,35712
55,51,35584,35712
71,64,35648,35712
72,62,35712,35776
73,59,35776,35827
74,60,35840,35904
62,54,35840,35968
58,54,35840,35968
55,54,35840,35968
73,58,35904,35968
72,64,35968,36032
71,58,36032,36096
72,59,36096,36160
63,54,36096,36224
60,54,36096,36224
55,54,36096,36224
71,57,36160,36224
70,54,36224,36288
69,56,36288,36352
70,60,36352,36416
62,52,36352,36480
58,52,36352,36480
55,52,36352,36480
71,59,36416,36480
72,67,36480,36544
73,64,36544,36608
74,67,36608,36672
62,55,36608,36736
60,55,36608,36736
57,55,36608,36736
75,64,36672,36736
74,57,36736,36800
73,54,36800,36851
74,62,36864,36928
62,55,36864,36992
58,55,36864,36992
55,55,36864,36992
73,52,36928,36992
72,59,36992,37056
71,56,37056,37120
72,62,37120,37184
63,51,37120,37248
60,51,37120,37248
